title:firstRecord, start timestamp:1673442414.034679, stop timestamp:1673442424.097179, headset type:EPOCX, headset serial:DCB36C84, headset firmware:710, channels:55, sampling rate:eeg_128, samples:1289      , version:2.1, 
Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.AF3,EQ.F7,EQ.F3,EQ.FC5,EQ.T7,EQ.P7,EQ.O1,EQ.O2,EQ.P8,EQ.T8,EQ.FC6,EQ.F4,EQ.F8,EQ.AF4
1673442414.308117,9.000000,0.000000,4387.051270,4371.410156,4377.179688,4376.410156,4382.692383,4335.384766,4340.128418,4338.461426,4313.846191,4294.743652,4506.794922,4461.666504,4445.384766,4491.025879,0.000000,3.000000,80.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1673442414.315929,10.000000,0.000000,4387.692383,4370.256348,4373.717773,4372.948730,4385.384766,4341.666504,4344.230957,4342.051270,4314.743652,4295.256348,4509.743652,4463.461426,4453.077148,4492.179688,0.000000,3.000000,80.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1673442414.323742,11.000000,0.000000,4386.410156,4364.743652,4372.179688,4369.615234,4383.589844,4343.589844,4350.128418,4346.025879,4316.922852,4303.974121,4512.436035,4463.589844,4455.128418,4493.974121,0.000000,3.000000,80.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1673442414.331554,12.000000,0.000000,4387.436035,4366.538574,4374.615234,4373.461426,4388.333496,4345.769043,4350.769043,4346.025879,4316.410156,4308.589844,4509.743652,4465.256348,4453.717773,4493.717773,0.000000,3.000000,80.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1673442414.339367,13.000000,0.000000,4387.692383,4369.358887,4372.692383,4375.128418,4392.436035,4348.461426,4344.102539,4340.769043,4314.358887,4302.948730,4507.563965,4461.410156,4451.153809,4489.358887,0.000000,3.000000,80.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1673442414.347179,14.000000,0.000000,4384.230957,4368.846191,4367.436035,4371.153809,4386.794922,4346.025879,4334.615234,4329.358887,4308.077148,4294.871582,4499.487305,4449.615234,4445.000000,4486.410156,0.000000,3.000000,80.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1673442414.354992,15.000000,0.000000,4380.641113,4365.000000,4367.179688,4369.102539,4383.461426,4343.077148,4332.051270,4321.410156,4301.794922,4290.769043,4491.410156,4448.461426,4439.358887,4486.922852,0.000000,3.000000,80.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1673442414.362804,16.000000,0.000000,4382.820313,4362.820313,4371.666504,4369.871582,4384.743652,4343.205078,4335.641113,4323.077148,4301.153809,4293.461426,4498.333496,4456.538574,4441.794922,4488.717773,0.000000,3.000000,80.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1673442414.370617,17.000000,0.000000,4391.282227,4370.000000,4378.333496,4374.871582,4387.563965,4343.846191,4333.974121,4327.692383,4308.589844,4304.102539,4511.410156,4461.538574,4449.743652,4493.717773,0.000000,3.000000,80.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1673442414.378429,18.000000,0.000000,4390.641113,4371.538574,4378.077148,4375.641113,4388.205078,4341.025879,4326.922852,4327.179688,4315.897461,4310.256348,4509.743652,4459.487305,4452.948730,4492.563965,0.000000,3.000000,80.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1673442414.386242,19.000000,0.000000,4378.333496,4362.436035,4367.563965,4363.205078,4383.461426,4334.487305,4323.205078,4320.384766,4307.436035,4301.538574,4501.025879,4453.077148,4447.948730,4484.358887,0.000000,3.000000,80.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1673442414.394054,20.000000,0.000000,4377.307617,4358.846191,4366.153809,4357.948730,4381.538574,4331.538574,4323.589844,4319.230957,4299.358887,4294.615234,4502.307617,4453.846191,4443.717773,4484.871582,0.000000,3.000000,80.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
